Grade,Subject Group,Subject,Module,Unit,Lesson,Subtopic
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,แก๊สอุดมคติ,แบบจำลองแก๊สอุดมคติ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,แก๊สอุดมคติ,สมการแก๊สอุดมคติ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,แก๊สอุดมคติ,ทฤษฎีจลน์ของแก๊ส
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,ความร้อน,เทอร์มอมิเตอร์และการแปลงหน่วยของอุณหภูมิ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,ความร้อน,ความร้อนกับการเปลี่ยนแปลงอุณหภูมิและสถานะ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,ความร้อน,สมดุลความร้อน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,ความร้อน,ความร้อนและการเปลี่ยนรูปพลังงาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,อุณหพลศาสตร์,งานที่ทำโดยแก๊ส
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,อุณหพลศาสตร์,พลังงานภายในของระบบ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,อุณหพลศาสตร์,กฎข้อที่หนึ่งของอุณหพลศาสตร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,อุณหพลศาสตร์,กระบวนการทางอุณหพลศาสตร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ความร้อนและทฤษฎีจลน์ของแก๊ส,อุณหพลศาสตร์,กราฟระหว่างความดันและปริมาตร
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,ความหนาแน่นและความถ่วงจำเพาะ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,ความดันและแรงดันในของเหลวสถิต
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,อุุปกรณ์ที่ใช้วัดความดัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,หลักของพาสคัล
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,แรงพยุง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,แรงตึงผิว
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,ของเหลว,แรงหนืด
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,การไหล,การไหลในอุดมคติ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,การไหล,สมการความต่อเนื่อง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของเหลวและการไหล,การไหล,สมการแบร์นูลี
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,สภาพยืดหยุ่นและสภาพพลาสติก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,ความเค้นและความเครียดของของแข็ง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,มอดุลัสของยัง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,ความเค้นจากการเปลี่ยนแปลงอุณหภูมิ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,กราฟที่เกี่ยวข้องกับของแข็ง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มสมบัติสาร,ของแข็ง,ของแข็ง,การประยุกต์ใช้สภาพยืดหยุ่นในชีวิตประจำวัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,ธรรมชาติของคลื่น,ประเภทของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,ธรรมชาติของคลื่น,ส่วนประกอบของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,ธรรมชาติของคลื่น,ฟังก์ชันบรรยายคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,ธรรมชาติของคลื่น,เฟสของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,อัตราเร็วของคลื่น,อัตราเร็วของคลื่นทั่วไป
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,อัตราเร็วของคลื่น,อัตราเร็วของคลื่นในเส้นเชือก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,อัตราเร็วของคลื่น,อัตราเร็วของคลื่นเสียงและคลื่นแสง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การสะท้อนของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การหักเหของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การหักเหของคลื่นน้ำ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การส่งผ่านของคลื่นในเส้นเชือก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การแทรกสอดของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,พฤติกรรมของคลื่น,การเลี้ยวเบนของคลื่น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,บทประยุกต์ของคลื่น,คลื่นนิ่งในเส้นเชือก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,บทประยุกต์ของคลื่น,การแทรกสอดของแหล่งกำเนิดคู่
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,บทประยุกต์ของคลื่น,การเลี้ยวเบนผ่านช่องแคบเดี่ยว
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,บทประยุกต์ของคลื่น,การทดลองถาดคลื่นน้ำ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,คลื่น,บทประยุกต์ของคลื่น,สโตรโบสโคป
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,พื้นฐานคลื่นเสียง,การเกิดและการเคลื่อนที่ของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,พื้นฐานคลื่นเสียง,ความถี่ ความยาวคลื่น และอัตราเร็วของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,การสะท้อนของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,การหักเหของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,การแทรกสอดของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,การสั่นพ้องของเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,บีต
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติของเสียงในฐานะคลื่น,การเลี้ยวเบนของคลื่นเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,ความเข้มเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,ระดับความเข้มเสียง (Sound intensity level)
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,มลพิษทางเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,คุณภาพเสียง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,ระดับสูงต่ำของเสียง (Pitch)
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,ปรากฏการณ์ดอปเพลอร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,เสียง,สมบัติเฉพาะของเสียง,คลื่นกระแทก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ธรรมชาติของแสง,ประวัติศาสตร์การศึกษาแสง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ธรรมชาติของแสง,อัตราเร็วแสง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ธรรมชาติของแสง,เงา
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ธรรมชาติของแสง,แพรัลแลกซ์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ธรรมชาติของแสง,การมองเห็นและการเกิดภาพ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การสะท้อนของคลื่นแสง,กระจกเงาราบ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การสะท้อนของคลื่นแสง,การมองเห็นได้เต็มตัว
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การสะท้อนของคลื่นแสง,การเดินเข้าหาหรือเลื่อนกระจก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การสะท้อนของคลื่นแสง,การหมุนกระจก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การสะท้อนของคลื่นแสง,กระจกวางทำมุมกัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,การหักเหของคลื่นแสงและกฎของสเนลล์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,มุมวิกฤตและการสะท้อนกลับหมดของคลื่นแสง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,การหักเหของแสงผ่านตัวกลางหลายชั้นที่ขนานกัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,ลึกจริงลึกปรากฎ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,การเห็นภาพเมื่อมองทำมุมกับผิวน้ำ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,การหักเหของคลื่นแสง,การหักเหของแสงผ่านผิวโค้ง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,แผนภาพรังสีเพื่อแสดงภาพที่เกิดจากกระจกโค้งและเลนส์บาง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,การวิเคราะห์ปริมาณต่างๆ ที่เกี่ยวกับกระจกโค้งและเลนส์บาง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,การสร้างแสงขนานจากกระจกโค้งและเลนส์บาง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,ภาพที่เกิดจากกระจกโค้งหรือเลนส์บางมากกว่า 1 ชิ้น
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,เลนส์ประกบ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,กระจกโค้งและเลนส์บาง,สมการช่างทำเลนส์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,แว่นขยาย
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,เครื่องฉายภาพนิ่ง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,กล้องถ่ายรูป
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,กล้องจุลทรรศน์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,กล้องโทรทรรศน์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,ทัศนอุปกรณ์,แว่นสายตา
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,รุ้ง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,การทรงกลด
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,มิราจ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,การเห็นท้องฟ้าเป็นสีต่างๆ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,สารสีและแสงสี
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงรังสี,สมบัติเฉพาะของแสงเชิงรังสี,ความสว่าง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงคลื่น,แสงเชิงคลื่น,การเลี้ยวเบนผ่านสลิตเดี่ยว
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงคลื่น,แสงเชิงคลื่น,การแทรกสอดผ่านสลิตคู่
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงคลื่น,แสงเชิงคลื่น,การแทรกสอดผ่านเกรตติง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มคลื่น,แสงเชิงคลื่น,แสงเชิงคลื่น,การแทรกสอดผ่านฟิล์มบาง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ธรรมชาติไฟฟ้าสถิต,ประจุไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ธรรมชาติไฟฟ้าสถิต,การทำให้เกิดประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ธรรมชาติไฟฟ้าสถิต,การตรวจเช็คประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,แรงไฟฟ้า,แรงไฟฟ้าระหว่างจุดประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,สนามไฟฟ้า,สนามไฟฟ้ารอบจุดประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,สนามไฟฟ้า,แรงเนื่องจากสนามไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,สนามไฟฟ้า,สนามไฟฟ้าของระบบจุดประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,สนามไฟฟ้า,จุดสะเทินในสนามไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,พลังงานศักย์ไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,ศักย์ไฟฟ้าของจุดประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,ศักย์ไฟฟ้ารวมเนื่องจากหลายประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,เส้นสมศักย์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,ความต่างศักย์ไฟฟ้าและงานในการเคลื่อนประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,ศักย์ไฟฟ้าและความต่างศักย์,ความต่างศักย์บริเวณสนามไฟฟ้าสม่ำเสมอ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,บทประยุกต์ไฟฟ้าสถิต,ตัวนำทรงกลม
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,บทประยุกต์ไฟฟ้าสถิต,ความจุของตัวเก็บประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,บทประยุกต์ไฟฟ้าสถิต,การต่อตัวเก็บประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,บทประยุกต์ไฟฟ้าสถิต,พลังงานภายในตัวเก็บประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,บทประยุกต์ไฟฟ้าสถิต,การถ่ายโอนประจุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,การนำความรู้ไฟฟ้าสถิตไปประยุกต์ใช้,เครื่องใช้ไฟฟ้าที่ใช้ความรู้ไฟฟ้าสถิต
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้าสถิต,การนำความรู้ไฟฟ้าสถิตไปประยุกต์ใช้,ปรากฏการณ์ธรรมชาติที่เกี่ยวข้องกับไฟฟ้าสถิต
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กระแสไฟฟ้า,การเกิดกระแสไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กระแสไฟฟ้า,กระแสไฟฟ้าในลวดตัวนำ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กฎของโอห์ม,กฎของโอห์ม
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,ตัวต้านทาน,ความต้านทานและความนำไฟฟ้าของตัวนำโลหะ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,ตัวต้านทาน,ความต้านทานของสารกึ่งตัวนำและฉนวน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,ตัวต้านทาน,การอ่านค่าความต้านทานจากแถบสี
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,ตัวต้านทาน,ความสัมพันธ์ระหว่างความต้านทานและอุณหภูมิของสารตัวนำ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,การวิเคราะห์วงจรไฟฟ้ากระแสตรง,การต่อตัวต้านทานแบบอนุกรมและขนาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,การวิเคราะห์วงจรไฟฟ้ากระแสตรง,การต่อแบตเตอรี่แบบอนุกรมและขนาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,การวิเคราะห์วงจรไฟฟ้ากระแสตรง,การวิเคราะห์วงจรไฟฟ้าที่มีความต้านทานภายใน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,เครื่องวัดปริมาณทางไฟฟ้า,การใช้เครื่องมือวัดปริมาณไฟฟ้าในวงจร
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,เครื่องวัดปริมาณทางไฟฟ้า,การดัดแปลงแกลแวนอมิเตอร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,เครื่องวัดปริมาณทางไฟฟ้า,การอ่านค่าจากเครื่องมือวัดปริมาณไฟฟ้าในวงจร
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,การลัดวงจรและวงจรขาด
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,วงจร Wheatstone bridge
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,วงจรสมมาตร
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,วงจร Delta/Star
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,วงจรกระแสตรง RLC
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,วงจรพิเศษ,วงจรอนันต์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กฎของเคอร์ชอฟฟ์,"การวิเคราะห์วงจรไฟฟ้ากระแสตรงโดยใช้กฎของเคอร์ชอฟฟ์ (KVL,KCL)"
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กำลังไฟฟ้า,พื้นฐานกำลังไฟฟ้าในไฟฟ้ากระแสตรง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กำลังไฟฟ้า,การหากำลังไฟฟ้ารวมในวงจรไฟฟ้ากระแสตรง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กำลังไฟฟ้า,เครื่องใช้ไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,กำลังไฟฟ้า,การคำนวนค่าไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,พลังงานทดแทนและเทคโนโลยี,พลังงานทดแทน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสตรง,พลังงานทดแทนและเทคโนโลยี,เทคโนโลยีพลังงาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,แม่เหล็กถาวร,สนามแม่เหล็ก
